#! FIELDS time cv.x cv.y metad.bias
 100.000000 0.634930 -0.004561 0.000000
 200.000000 0.610291 0.016744 0.000000
 300.000000 0.620870 0.046308 0.000000
 400.000000 0.631457 0.060447 0.000000
 500.000000 0.613457 0.052168 0.000000
 600.000000 0.639784 0.028042 0.938233
 700.000000 0.616452 0.002954 0.885551
 800.000000 0.616651 -0.002452 0.860990
 900.000000 0.637303 0.016218 0.911150
 1000.000000 0.611953 0.041627 0.994348
 1100.000000 0.629213 0.054965 1.963769
 1200.000000 0.645488 0.045792 1.892573
 1300.000000 0.610397 0.027097 1.957987
 1400.000000 0.615572 0.003262 1.815532
 1500.000000 0.650101 0.001274 1.678604
 1600.000000 0.620713 0.026002 2.876791
 1700.000000 0.577915 0.059621 2.514767
 1800.000000 0.616265 0.049775 2.834657
 1900.000000 0.664347 0.023117 2.665755
 2000.000000 0.614688 0.006461 2.778394
 2100.000000 0.558696 0.015238 3.145872
 2200.000000 0.600372 0.044137 3.709411
 2300.000000 0.669598 0.052827 3.327293
 2400.000000 0.644699 0.044464 3.695948
 2500.000000 0.575535 0.014008 3.440854
 2600.000000 0.573083 0.006453 4.358197
 2700.000000 0.655489 0.035049 4.346746
 2800.000000 0.689899 0.050973 3.466136
 2900.000000 0.614707 0.053772 4.560314
 3000.000000 0.561296 0.020599 4.198701
 3100.000000 0.595555 0.006247 5.565539
 3200.000000 0.701673 0.022393 3.660263
 3300.000000 0.677882 0.042963 4.324315
 3400.000000 0.606207 0.054892 5.389328
 3500.000000 0.630962 0.027000 5.475208
 3600.000000 0.726402 0.000524 3.402796
 3700.000000 0.656552 0.003002 5.842870
 3800.000000 0.594420 0.041383 6.471394
 3900.000000 0.613356 0.057265 6.269279
 4000.000000 0.705595 0.026390 4.284848
 4100.000000 0.690671 0.007448 5.767877
 4200.000000 0.579365 0.013782 6.794141
 4300.000000 0.489552 0.055831 3.379428
 4400.000000 0.548370 0.048448 5.732413
 4500.000000 0.648318 0.015996 6.991486
 4600.000000 0.738129 0.002837 4.573557
 4700.000000 0.664889 0.017236 7.618587
 4800.000000 0.581879 0.051628 7.382229
 4900.000000 0.489912 0.049750 3.721770
 5000.000000 0.517599 0.017421 5.120274
 5100.000000 0.614977 0.035604 8.773020
 5200.000000 0.748457 0.041508 4.184266
 5300.000000 0.677907 0.041948 7.362549
 5400.000000 0.564677 0.018408 8.030664
 5500.000000 0.466341 0.035572 3.705277
 5600.000000 0.536183 0.054297 7.392073
 5700.000000 0.700303 0.025644 6.609455
 5800.000000 0.726287 0.018624 5.346279
 5900.000000 0.557908 0.021958 8.464432
 6000.000000 0.470076 0.052573 4.710967
 6100.000000 0.573855 0.034542 9.378513
 6200.000000 0.782543 0.011379 2.802515
 6300.000000 0.635008 0.016044 9.148086
 6400.000000 0.503525 0.046066 7.180459
 6500.000000 0.519877 0.040893 7.869124
 6600.000000 0.678198 0.018371 7.974689
 6700.000000 0.745152 0.015741 4.524053
 6800.000000 0.543552 0.036370 9.667924
 6900.000000 0.483566 0.045941 7.294640
 7000.000000 0.559956 0.025564 10.077024
 7100.000000 0.786327 0.020680 2.779300
 7200.000000 0.640314 0.030927 10.225623
 7300.000000 0.514591 0.041638 9.553102
 7400.000000 0.490340 0.034703 8.469244
 7500.000000 0.544533 0.032625 10.704288
 7600.000000 0.736291 0.026300 5.350196
 7700.000000 0.691062 0.032342 8.086098
 7800.000000 0.539068 0.034796 11.527580
 7900.000000 0.502152 0.031878 9.976310
 8000.000000 0.498606 0.051458 9.563871
 8100.000000 0.525265 0.023086 11.964714
 8200.000000 0.684046 0.029128 8.705249
 8300.000000 0.746911 0.030757 4.781616
 8400.000000 0.550796 0.049790 12.468770
 8500.000000 0.527970 0.016954 11.992190
 8600.000000 0.623371 0.055516 12.075181
 8700.000000 0.805041 0.034502 2.142779
 8800.000000 0.569633 0.018144 13.795034
 8900.000000 0.610589 0.040703 12.980595
 9000.000000 0.816960 0.040347 1.741890
 9100.000000 0.563778 0.044875 13.687258
 9200.000000 0.463141 0.029635 9.470551
 9300.000000 0.422331 0.077973 6.008163
 9400.000000 0.472194 0.009576 9.858735
 9500.000000 0.553459 0.066573 12.816253
 9600.000000 0.803475 0.029241 3.233950
 9700.000000 0.619384 0.019252 13.603219
 9800.000000 0.494763 0.042352 12.245471
 9900.000000 0.406827 0.059586 5.760635
 10000.000000 0.437709 0.025403 8.142037
 10100.000000 0.525555 0.063082 13.899006
 10200.000000 0.732052 0.004132 6.515942
 10300.000000 0.686828 0.009308 9.523763
 10400.000000 0.522505 0.058884 13.964593
 10500.000000 0.495252 0.019614 13.072414
 10600.000000 0.474372 0.068553 12.011183
 10700.000000 0.399682 0.032092 6.993286
 10800.000000 0.408263 0.065946 7.256223
 10900.000000 0.462301 0.041509 11.892395
 11000.000000 0.457136 0.049629 11.379943
 11100.000000 0.400006 0.057717 7.657979
 11200.000000 0.396841 0.034359 7.602903
 11300.000000 0.446092 0.078004 10.605857
 11400.000000 0.430443 0.016839 10.226716
 11500.000000 0.388296 0.087631 6.053008
 11600.000000 0.426764 0.014684 10.595963
 11700.000000 0.515955 0.075131 15.067329
 11800.000000 0.794898 0.015737 3.536039
 11900.000000 0.628707 0.006203 13.728563
 12000.000000 0.494210 0.072524 14.467619
 12100.000000 0.469668 0.008094 14.372127
 12200.000000 0.456941 0.075471 13.211169
 12300.000000 0.404259 0.019207 9.466692
 12400.000000 0.376002 0.071092 7.116884
 12500.000000 0.428039 0.038311 11.745156
 12600.000000 0.475397 0.063697 15.758202
 12700.000000 0.588631 0.011496 16.660859
 12800.000000 0.832099 -0.005654 2.210405
 12900.000000 0.518515 0.052678 17.782836
 13000.000000 0.475667 0.020901 16.072001
 13100.000000 0.503666 0.069809 17.551113
 13200.000000 0.766973 0.002152 4.684924
 13300.000000 0.650189 0.005197 12.829382
 13400.000000 0.497639 0.070352 17.334403
 13500.000000 0.615878 0.015234 15.646470
 13600.000000 0.805752 0.021354 3.331971
 13700.000000 0.534520 0.057231 19.229279
 13800.000000 0.724052 0.015201 7.906927
 13900.000000 0.693658 0.029920 10.374649
 14000.000000 0.547600 0.039058 19.697401
 14100.000000 0.844010 -0.013968 1.939476
 14200.000000 0.584646 0.040354 19.510423
 14300.000000 0.686003 0.028827 11.409331
 14400.000000 0.732267 0.013076 7.468175
 14500.000000 0.535110 0.056784 20.226910
 14600.000000 0.813260 0.022629 3.104446
 14700.000000 0.616541 0.010602 17.882997
 14800.000000 0.574038 0.076844 19.088018
 14900.000000 0.864368 0.029037 1.669101
 15000.000000 0.555914 -0.011170 19.581086
 15100.000000 0.788742 0.047388 4.123574
 15200.000000 0.643363 0.071470 15.033367
 15300.000000 0.557375 0.011302 22.001960
 15400.000000 0.881762 0.030535 1.339772
 15500.000000 0.548895 0.059143 21.807915
 15600.000000 0.498697 0.076167 20.621260
 15700.000000 0.375620 0.012278 9.354941
 15800.000000 0.307325 0.113234 3.175412
 15900.000000 0.448204 -0.014103 15.776616
 16000.000000 0.344787 0.104559 5.647895
 16100.000000 0.323901 0.026456 5.695265
 16200.000000 0.510134 0.055595 22.681073
 16300.000000 0.847688 -0.000887 1.976812
 16400.000000 0.587958 0.036935 22.029498
 16500.000000 0.546115 0.001500 22.548332
 16600.000000 0.889317 -0.001469 1.146638
 16700.000000 0.556873 0.071815 22.645029
 16800.000000 0.643723 0.041355 17.505932
 16900.000000 0.777352 0.037743 4.910024
 17000.000000 0.556597 0.007797 23.787975
 17100.000000 0.888524 0.003602 1.181971
 17200.000000 0.566271 0.065135 23.694206
 17300.000000 0.817574 0.008955 3.011266
 17400.000000 0.621193 0.048439 20.452638
 17500.000000 0.763896 0.013262 5.846249
 17600.000000 0.666724 0.005866 15.872687
 17700.000000 0.625115 0.097250 16.510389
 17800.000000 0.822902 0.044701 3.635162
 17900.000000 0.587073 -0.031672 20.206602
 18000.000000 0.867040 0.029355 2.221255
 18100.000000 0.578533 0.109003 18.280147
 18200.000000 0.778204 -0.034609 5.575834
 18300.000000 0.648991 0.015923 18.203956
 18400.000000 0.721478 0.070489 9.666637
 18500.000000 0.702987 0.023310 12.443931
 18600.000000 0.571769 0.081015 22.458265
 18700.000000 0.876928 0.043073 3.141483
 18800.000000 0.568831 -0.016460 23.046587
 18900.000000 0.661505 0.103093 13.399708
